deny,black,hisp,PIratio,HEIratio,LVmed,LVhi,creditscore,publicrecord,PMIdenied,selfemp,single,school1,uria,condo
0,0,0,.36,.28,0,0,2,0,0,0,0,1,2,0
0,0,1,.3,.3,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.4,.3,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.37,.3,1,0,2,0,0,0,1,1,3.2,1
1,1,0,.39,.1,0,1,2,0,0,0,0,1,3.2,0
0,0,0,.28,.22,0,0,1,0,0,1,0,1,3.2,0
0,0,1,.23,.22,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.43,.35,0,0,2,1,0,0,0,1,3.2,0
0,0,0,.36,.27,1,0,1,1,0,0,0,1,3.2,0
0,0,0,.36,.28,1,0,2,0,0,0,1,1,4.3,0
0,0,0,.24,.24,0,0,2,0,0,1,0,1,4.3,0
0,0,0,.47,.47,0,0,1,0,0,1,0,1,4.3,0
0,1,0,.08,.08,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.24,.23,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.22,.21,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.14,.12,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.21,.16,0,0,1,0,0,0,0,1,3.1,0
0,0,0,0,.29,0,0,1,0,0,0,0,1,3.1,0
1,0,0,.2102,.207,0,0,2,0,0,0,1,1,3.1,1
1,0,1,.371,.2524,1,0,1,0,1,0,0,1,2,0
0,0,0,.3945,.3323,0,0,1,0,0,0,0,1,3.9,1
0,0,1,.0566,.0566,0,0,2,0,0,0,0,1,3.1,1
1,0,1,.35,.25,1,0,2,0,1,0,0,1,8.9,0
0,0,0,.3,.26,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.36,.29,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.28,.27,0,0,1,0,0,0,0,1,4.3,0
0,0,0,.26,.24,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.28,.21,0,0,2,0,0,0,1,1,3.9,0
0,0,0,.3044,.198,0,0,1,0,0,1,0,0,3.2,0
0,0,0,.3136,.2876,0,0,1,0,0,0,0,1,4.3,0
0,0,0,.3023,.2634,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.1995,.1762,0,0,1,0,0,0,0,1,3.2,1
0,0,0,.2745,.1722,0,0,2,0,0,0,0,1,3.2,0
1,0,0,.318,.312,1,0,2,0,0,0,1,1,2,0
0,0,0,.45,.238,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.3569,.1809,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.254,.243,0,0,1,0,0,0,1,1,4.3,0
0,0,0,.2406,.2285,0,0,2,0,0,0,1,1,3.6,1
0,0,0,.28,.27,0,0,1,0,0,0,0,1,1.8,0
1,0,0,.4168,.326,0,1,1,0,0,1,1,1,3.2,0
1,0,0,.3886,.3886,0,0,3,0,0,0,1,1,10.6,0
1,0,0,.3408,.2254,0,0,2,0,0,0,0,1,3.2,0
1,1,0,.49,.43,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.27,.21,1,0,2,0,0,0,1,1,2,1
1,0,0,.35,.27,1,0,2,0,0,0,0,1,3.9,0
1,0,1,.56,.47,1,0,2,1,0,1,0,1,3.2,0
0,0,1,.33,.25,0,0,1,0,0,0,1,1,2,0
0,0,1,.41,.28,0,0,2,0,0,0,1,0,3.2,1
0,0,0,.35,.29,0,0,2,0,0,0,0,1,2,1
0,0,0,.32,.23,1,0,2,0,0,0,1,1,3.1,1
1,0,0,.32,.28,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.37,.3,1,0,2,0,0,0,1,1,3.9,1
0,1,0,.35,.26,1,0,2,1,0,0,1,1,3.2,1
0,1,0,.44,.32,1,0,2,1,0,0,1,1,3.2,1
0,1,0,.4,.29,1,0,2,1,0,0,0,1,1.8,1
0,0,0,.32,.31,0,0,2,0,0,0,0,1,3.2,0
0,0,1,.39,.31,1,0,2,1,0,0,0,1,3.9,1
0,1,0,.29,.27,0,0,2,0,0,0,1,1,1.8,1
0,1,0,.41,.27,0,1,2,1,0,0,1,1,3.2,1
0,0,1,.35,.25,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.25,.22,1,0,2,0,0,0,0,1,10.6,1
0,0,0,.4,.23,1,0,1,0,0,0,1,1,3.2,1
0,0,1,.32,.32,1,0,2,0,0,0,1,1,3.2,1
0,1,0,.43,.26,1,0,2,1,0,1,0,1,1.8,1
0,1,0,.41,.26,1,0,2,1,0,0,0,1,2,1
1,0,0,.36,.31,1,0,2,0,1,0,0,1,3.2,0
0,0,0,.49,.28,1,0,2,0,0,0,0,1,3.2,1
0,0,1,.41,.26,1,0,2,0,0,0,0,1,5.3,1
0,0,0,.23,.2,0,0,2,0,0,0,1,1,10.6,0
0,0,1,.28,.27,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.41,.28,0,0,2,0,0,0,1,1,1.8,1
0,0,0,.26,.26,0,0,4,0,0,1,0,1,3.2,0
1,0,0,.367,.23,1,0,2,1,0,0,1,1,1.8,1
0,0,0,.39,.39,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.37,.3,0,0,2,0,0,0,1,1,3.6,1
0,0,0,.33,.28,0,0,2,0,0,0,1,1,3.9,1
0,0,0,.28,.26,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.36,.31,0,0,2,0,0,0,1,1,4.3,1
0,0,0,.35,.32,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.32,.25,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.38,.23,0,0,2,0,0,0,0,1,3.2,1
0,0,0,.35,.29,1,0,2,0,0,0,0,1,4.3,0
0,0,0,.36,.27,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.25,.25,0,0,2,0,0,0,0,1,3.1,0
0,1,0,.47,.34,1,0,2,0,0,0,1,1,4.3,1
1,0,0,.18,.13,0,0,2,0,0,0,0,1,2,0
0,0,0,.29,.28,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.25,.24,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.26,.2,0,0,2,0,0,0,0,1,5.3,0
0,0,0,.29,.23,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.29,.22,0,0,2,0,0,1,1,1,10.6,0
0,0,0,.27,.27,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.29,.24,0,0,1,0,0,0,1,1,10.6,0
1,1,0,.21,.21,0,0,2,1,0,0,0,1,10.6,0
0,0,0,.95,.44,0,0,3,0,0,1,0,1,10.6,0
0,0,0,.25,.2,1,0,2,0,0,0,0,1,4.3,0
0,0,0,.22,.22,0,0,2,0,0,0,0,0,4.3,0
0,0,0,.37,.29,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.4,.27,1,0,2,0,0,0,0,1,4.3,0
0,0,0,.47,0,0,0,2,0,0,1,0,1,1.8,0
0,0,0,.29,.28,0,0,2,0,0,0,1,1,4.3,0
1,0,0,.36,.24,0,1,2,0,0,0,1,1,3.2,0
0,0,0,.32,.21,0,0,2,0,0,0,1,1,4.3,0
0,0,0,.38,.24,0,0,2,0,0,1,0,1,3.2,0
0,0,0,.47,.41,0,0,1,0,0,0,0,1,3.2,0
1,0,0,.37,.37,0,0,1,0,0,1,0,1,4.3,0
0,0,0,.4,.28,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.24,.1,0,0,2,0,0,0,1,1,1.8,1
0,0,0,.37,.27,0,0,1,0,0,1,0,1,3.1,0
0,0,0,.35,.18,1,0,2,0,0,0,1,1,10.6,0
0,0,0,.41,.07,0,0,1,0,0,0,0,1,3.6,1
0,0,0,.41,.33,0,0,2,0,0,0,0,1,3.1,0
0,1,0,.32,.32,0,0,2,0,0,0,1,1,4.3,0
0,0,0,.34,.31,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.28,.28,1,0,2,0,0,0,1,1,3.1,0
0,0,0,.39,.3,1,0,2,0,0,0,1,1,10.6,0
0,0,0,.239,.218,0,0,2,0,0,0,0,1,3.2,0
1,1,0,.537,.14,1,0,3,0,0,0,1,1,2,0
0,0,0,.331,.262,0,0,2,0,0,1,0,1,8.9,0
0,0,0,.355,.331,0,0,1,0,0,0,1,1,3.1,0
0,0,0,.4089,.2729,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.1439,.1247,0,0,1,0,0,1,1,1,10.6,0
0,0,0,.165,.054,0,0,1,0,0,0,1,1,3.1,1
0,0,0,.307,.231,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.235,.226,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.313,.288,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.266,.183,0,0,2,0,0,0,1,1,5.3,0
0,0,0,.231,.231,0,0,2,0,0,1,0,1,3.1,0
0,0,0,.304,.203,0,0,2,0,0,0,0,1,1.8,0
0,0,0,.347,.289,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.351,.346,0,0,2,0,0,1,1,1,3.6,0
0,0,0,.321,.244,1,0,2,1,0,0,0,1,3.9,0
0,0,0,.381,.228,0,0,1,0,0,0,0,1,4.3,0
0,1,0,.347,.167,0,0,2,0,0,0,1,1,3.2,0
1,0,0,.472,.304,1,0,2,0,0,0,1,1,2,1
1,1,0,.425,.345,0,1,4,0,0,0,1,1,1.8,0
0,0,0,.319,.315,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.0699,.0699,0,0,2,0,0,1,1,1,3.2,0
0,0,0,.341,.341,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.349,.287,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.338,.27,1,0,2,0,0,0,0,1,3.2,0
0,0,1,.25,.25,0,0,2,0,0,0,1,1,3.2,1
0,1,0,.396,.273,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.39,.279,1,0,1,0,0,1,1,1,3.2,0
0,0,0,.275,.238,0,0,2,0,0,0,1,1,3.6,1
0,0,0,.3105,.2382,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.468,.362,0,0,2,0,0,0,1,1,4.3,1
0,1,0,.3886,.2613,0,0,1,0,0,1,0,1,3.2,0
0,0,0,.242,.177,0,0,1,0,0,0,0,1,3.6,1
0,0,0,.692,.536,0,0,1,0,0,1,0,1,3.2,0
1,1,0,.576,.329,1,0,2,0,0,0,0,1,3.2,1
0,0,0,.3541,.1947,0,0,2,0,0,0,0,0,10.6,1
1,1,0,.479,.475,0,1,2,0,0,0,1,1,2,1
0,0,1,.328,.296,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.329,.261,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.356,.311,0,0,1,0,0,0,0,1,1.8,0
1,1,0,.363,.169,1,0,2,0,1,0,1,1,4.3,0
0,1,0,.254,.24,1,0,2,0,0,0,0,1,4.3,0
0,1,0,.264,.175,0,0,1,0,0,0,0,1,1.8,1
0,0,0,.173,.097,0,0,1,0,0,0,1,1,4.3,1
0,0,0,.365,.274,1,0,2,0,0,0,0,1,3.2,0
1,1,0,.282,.216,0,1,2,0,0,0,0,1,3.2,0
0,0,0,.405,.276,0,0,1,0,0,0,1,1,3.1,0
0,0,0,.252,.088,0,0,1,0,0,0,0,1,3.2,1
0,1,0,.248,.238,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.391,.37,0,0,2,0,0,0,1,1,4.3,1
0,0,0,.283,.283,0,0,2,0,0,0,1,1,3.9,1
0,0,0,.304,.277,0,0,2,0,0,0,1,1,1.8,0
0,1,0,.056,.053,1,0,4,0,0,0,0,1,3.2,0
0,0,0,.384,.375,1,0,2,0,0,0,1,1,1.8,1
1,0,0,.584,.447,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.263,.261,0,0,2,0,0,0,1,1,4.3,1
0,0,1,.201,.175,1,0,1,0,0,0,0,1,3.2,0
0,0,0,.2527,.2506,0,0,2,0,0,0,1,1,3.6,1
1,1,0,.442,.321,1,0,2,0,0,0,0,1,3.6,0
0,0,0,.316,.284,1,0,2,0,0,0,0,1,1.8,0
1,1,0,.52,.318,0,0,2,0,0,0,1,1,3.6,0
0,0,0,.358,.316,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.369,.299,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.222,.207,0,0,2,0,0,0,1,1,1.8,1
0,0,0,.253,.168,0,0,1,0,0,0,1,1,3.2,1
0,0,0,.184,.166,0,0,2,0,0,0,0,1,3.2,1
1,1,0,.252,.239,1,0,2,0,0,0,1,1,3.2,0
0,1,0,.203,.184,1,0,2,0,0,0,1,1,3.9,0
0,0,0,.4,.33,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.34,.24,0,0,1,0,0,0,1,1,3.2,0
0,0,0,.34,.22,0,0,2,0,0,0,0,1,3.1,0
1,0,0,.3037,.0904,1,0,2,1,0,0,1,1,3.2,0
0,0,0,.41,.19,0,0,2,0,0,1,0,1,10.6,1
1,0,0,.18,.18,0,1,2,1,0,0,1,1,10.6,1
0,0,0,.41,.23,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.4,.27,0,0,2,0,0,1,0,1,4.3,0
0,0,0,.31,.31,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.53,.34,0,0,2,0,0,0,0,1,3.9,0
0,0,1,.345,.2485,0,0,2,0,0,0,0,0,3.2,0
0,0,0,.3258,.2658,0,0,2,0,0,0,1,1,3.1,0
0,0,0,.3924,.2479,0,0,1,0,0,0,1,1,2,1
0,0,0,.2251,.1934,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.3817,.2385,0,0,1,1,0,0,0,1,4.3,0
0,1,0,.3375,.2275,1,0,2,0,0,0,1,1,3.9,0
0,0,0,.16,.16,1,0,1,0,0,0,1,1,3.2,0
1,1,0,.3,.3,0,1,2,0,0,0,1,1,4.3,0
0,0,0,.1,.08,0,0,1,0,0,1,1,1,1.8,0
0,0,0,.2,.12,1,0,1,0,0,0,0,1,3.2,1
0,0,0,.08,.06,0,0,1,0,0,0,1,1,3.2,1
0,0,0,.1,.06,0,0,1,0,0,1,1,1,3.6,0
0,1,0,.17,.07,0,1,1,0,0,0,0,1,2,0
1,0,1,.46,.37,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.38,.3,0,0,2,0,0,0,0,1,5.3,0
0,0,0,.29,.21,0,0,2,0,0,0,1,1,5.3,0
0,1,0,.33,.2,0,0,2,0,0,0,0,1,1.8,0
0,0,0,.37,.33,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.36,.32,0,0,2,0,0,0,1,1,1.8,1
0,0,0,.25,.17,1,0,2,0,0,0,0,1,3.2,1
0,1,0,.37,.28,0,0,2,0,0,0,0,1,1.8,0
0,0,1,.37,.26,1,0,2,0,0,0,0,0,3.2,0
1,0,0,.36,.32,1,0,2,1,0,0,0,1,2,0
0,0,0,.39,.36,1,0,2,0,0,0,0,1,3.1,0
0,0,1,.28,.26,0,0,2,0,0,0,0,1,3.2,0
0,0,1,.36,.31,1,0,2,0,0,0,1,0,3.2,0
0,0,0,.38,.31,0,0,2,0,0,0,1,1,3.2,1
0,0,0,.4,.34,1,0,2,0,0,1,1,1,3.2,1
1,0,0,.2,.14,0,1,2,0,0,0,1,1,3.2,0
0,0,0,.12,.06,1,0,1,0,0,1,1,1,1.8,0
0,0,0,.36,.25,1,0,1,0,0,0,1,1,3.2,0
0,0,0,.38,.34,1,0,2,0,0,1,0,1,5.3,1
0,0,0,.17,.03,1,0,1,0,0,1,0,1,3.2,0
0,0,0,.33,.31,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.37,.26,0,0,1,0,0,0,0,1,2,0
0,1,0,.22,.13,0,0,1,1,0,1,0,1,3.2,1
0,0,0,.3,.24,0,0,1,1,0,0,0,1,3.2,0
0,0,0,.36,.35,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.41,.28,1,0,2,0,0,0,0,1,3.2,0
0,1,0,.35,.27,1,0,2,0,0,0,0,1,3.1,0
0,0,0,.35,.3,0,0,2,0,0,0,1,1,3.1,1
0,0,0,.32,.32,1,0,2,0,0,0,1,1,3.2,0
1,1,0,.41,.28,1,0,2,1,1,0,0,1,3.2,0
0,0,1,.32,.3,1,0,2,0,0,0,0,0,4.3,0
0,0,0,.32,.28,1,0,2,0,0,0,0,1,3.2,0
1,1,0,.3,.29,1,0,2,0,0,1,0,1,3.2,0
0,0,0,.4,.18,1,0,1,0,0,0,0,1,1.8,0
1,1,0,.33,.27,1,0,2,0,0,0,1,1,3.1,0
0,0,0,.28,.25,1,0,2,0,0,0,0,1,1.8,0
0,0,1,.34,.29,1,0,2,0,0,0,0,0,3.2,0
0,0,0,.35,.35,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.19,.15,0,0,1,0,0,1,1,1,1.8,0
1,1,0,.4,.35,0,0,2,0,0,0,0,1,3.2,1
1,1,0,.3,.18,1,0,2,1,0,1,0,1,1.8,1
0,0,0,.35,.23,1,0,2,0,0,0,1,1,1.8,1
0,0,0,.2,.19,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.29,.28,0,0,4,0,0,0,0,1,3.2,0
0,0,0,.36,.27,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.34,.2,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.26,.04,0,0,2,0,0,0,0,1,2,0
0,0,0,.34,.3,1,0,2,0,0,0,0,1,1.8,0
0,0,0,.28,.21,0,0,1,0,0,0,0,1,3.2,0
0,0,1,.37,.25,1,0,2,0,0,0,0,1,5.3,0
0,0,0,.43,.24,0,0,1,0,0,0,0,1,4.3,0
0,0,0,.27,.2,0,0,1,0,0,1,0,1,3.2,1
0,0,0,.36,.25,0,0,1,0,0,0,0,0,3.9,0
0,0,0,.28,.22,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.27,.25,1,0,2,0,0,0,0,1,3.2,0
0,0,0,.36,.3,0,0,1,0,0,0,1,1,3.2,0
0,0,0,.35,.35,0,0,3,0,0,0,0,1,3.6,0
0,0,0,.33,.31,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.32,.24,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.23,.04,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.37,.28,0,0,2,0,0,0,0,1,2,0
1,0,0,.24,.17,1,0,3,0,0,0,0,1,3.2,0
0,0,0,.3312,.1725,0,0,2,0,0,0,0,1,10.6,0
1,0,0,.3513,.2569,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.457,.282,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.3524,.2933,1,0,2,0,0,0,0,1,3.1,0
1,0,0,.4169,.2109,1,0,2,0,1,0,1,1,10.6,0
0,0,0,.2191,.2095,0,0,2,0,0,0,0,1,3.9,0
1,0,0,.2052,.159,0,0,2,0,1,1,1,1,1.8,0
0,0,0,.4611,.3715,0,0,2,0,0,0,1,0,5.3,1
0,0,0,.3466,.3158,0,0,2,0,0,0,0,1,2,0
0,0,0,.3167,.2089,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.3728,.2649,1,0,2,0,0,0,0,1,10.6,0
0,0,0,.661,.661,0,0,2,0,0,0,1,1,2,0
0,0,0,.3562,.2643,1,0,2,0,0,0,0,1,4.3,0
0,1,0,.3745,.263,1,0,2,0,0,0,0,1,3.1,0
1,0,0,.314,.2285,0,0,2,0,1,0,0,1,10.6,0
1,0,0,.3839,.2556,1,0,2,0,1,0,1,1,1.8,0
0,0,0,.3614,.2343,0,0,2,0,0,0,0,1,4.3,0
0,0,1,.2922,.2625,0,0,1,0,0,1,0,1,3.9,0
0,0,0,.2664,.2418,0,0,2,0,0,1,1,1,3.2,0
0,0,0,.3221,.2755,0,0,2,0,0,0,0,1,5.3,0
0,1,0,.2311,.2072,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.3645,.3288,0,0,2,0,0,0,1,1,3.9,0
0,0,0,.4266,.2967,1,0,1,0,0,0,0,1,3.1,0
0,0,0,.2898,.282,0,0,2,0,0,1,0,0,10.6,0
0,1,0,.8142,.3933,0,0,2,1,0,0,1,1,3.2,0
0,1,0,.3714,.3189,1,0,2,0,0,1,1,1,1.8,0
0,0,0,.2964,.2345,1,0,2,0,1,0,0,1,2,0
0,1,0,.3535,.252,1,0,2,0,0,0,0,1,2,0
0,1,0,.3475,.2209,0,0,2,0,0,0,0,1,3.1,0
0,1,0,.4997,.3553,1,0,2,0,0,0,1,1,3.9,0
0,0,0,.3743,.282,0,0,1,0,0,0,0,1,3.1,0
0,1,0,.4677,.368,1,0,1,0,0,0,0,1,4.3,0
1,0,0,.1043,.0964,0,0,2,0,0,1,1,1,10.6,0
0,0,0,.6046,.561,0,1,2,0,0,1,0,1,3.2,0
0,0,0,.3228,.3228,1,0,2,0,0,0,0,1,3.6,0
0,0,0,.2932,.2805,1,0,2,0,0,0,1,1,3.2,0
0,0,0,.3356,.3208,1,0,2,0,0,0,0,1,1.8,0
1,1,0,.4167,.2651,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.2575,.2145,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.3577,.1412,0,0,1,0,0,0,0,1,3.2,0
1,0,0,.4668,.4632,0,0,2,0,0,0,0,1,3.6,0
0,1,0,.216,.124,0,0,1,0,0,0,0,1,3.1,0
0,0,0,.277,.205,0,0,1,0,0,1,0,1,1.8,0
0,1,0,.36,.227,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.27,.27,0,0,1,0,0,0,0,1,3.6,1
0,0,0,.32,.29,0,0,1,0,0,0,0,1,5.3,0
0,0,0,.25,.145,0,0,1,0,0,0,1,1,1.8,1
1,0,0,.505,.207,0,0,2,0,0,0,0,1,1.8,0
0,1,0,.32,.13,0,0,2,0,0,0,0,1,3.9,0
1,1,0,.355,.345,0,0,2,1,0,1,1,1,3.2,1
0,0,1,.41,.26,1,0,2,0,0,0,0,1,3.2,1
0,0,0,.31,.29,1,0,2,0,0,0,1,1,1.8,0
1,0,1,.51,.32,0,1,2,0,0,0,0,1,3.2,1
0,0,0,.3,.11,0,0,1,0,0,0,1,1,4.3,0
0,0,0,.19,.15,0,0,1,0,0,0,1,1,3.2,0
1,0,0,.67,.21,0,1,1,1,0,0,1,1,5.3,0
0,0,0,.3,.21,0,0,2,0,0,0,1,1,3.2,0
0,1,0,.18,.15,1,0,1,0,0,0,0,1,3.9,0
0,0,0,.08,.08,0,0,1,0,0,0,0,1,3.6,0
0,0,0,.36,.35,0,0,1,0,0,0,0,1,3.6,0
0,0,0,.16,.14,0,0,1,0,0,0,1,1,3.9,0
0,0,0,.14,.09,1,0,2,0,0,0,0,1,3.1,0
0,0,0,.34,.27,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.34,.27,0,0,1,0,0,0,0,1,3.9,0
0,1,0,.32,.12,1,0,1,0,0,0,0,1,3.9,0
0,0,0,.19,.08,0,0,1,0,0,0,0,1,10.6,0
0,0,0,.32,.11,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.73,.71,0,0,1,0,0,0,1,1,3.9,0
0,1,0,.58,.52,1,0,1,0,0,0,0,1,3.9,0
0,0,0,.3,.3,0,0,2,0,0,0,1,1,3.9,0
0,0,0,.14,.09,1,0,2,0,0,0,0,1,3.6,0
0,0,0,.26,.16,0,0,1,0,0,1,0,1,3.6,0
0,0,0,.43,.33,0,0,1,0,0,0,0,1,3.9,0
0,1,0,.45,.21,1,0,1,0,0,0,0,1,3.9,0
0,0,0,.47,.18,0,1,1,0,0,0,0,1,10.6,0
0,1,0,.25,.13,1,0,1,0,0,0,0,1,3.9,0
0,0,0,.3,.3,0,0,1,0,0,0,0,1,3.9,0
0,0,0,.27,.25,0,0,2,0,0,0,0,1,3.6,0
0,0,0,.36,.2,0,0,1,0,0,0,0,1,3.9,0
0,0,0,.249,.155,0,0,4,0,0,0,0,1,1.8,0
0,0,0,.216,.133,0,0,1,0,0,0,0,1,3.1,0
1,0,0,1.16,.74,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.36,.22,0,0,1,0,0,1,0,1,3.2,0
0,0,0,.278,.162,0,0,2,0,0,0,0,1,1.8,0
1,0,1,.44,.34,1,0,2,1,0,0,0,1,3.2,0
0,0,0,.32,.23,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.3,.29,0,0,1,0,0,1,0,1,10.6,0
0,0,0,.288,.206,0,0,2,0,0,0,0,1,3.2,0
1,0,0,.49,.39,0,0,2,0,0,0,1,1,3.6,0
0,0,0,.483,.341,0,0,1,0,0,1,0,1,4.3,0
0,0,0,.312,.227,0,0,2,0,0,0,0,1,10.6,0
0,0,0,.297,.222,0,0,1,0,0,0,1,1,3.2,0
0,0,0,.113,.113,0,0,2,0,0,0,0,1,10.6,0
0,0,0,.41,.233,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.344,.344,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.362,.262,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.332,.038,0,0,1,0,0,0,0,1,4.3,0
0,0,0,.285,.285,0,0,2,0,0,0,0,1,4.3,0
0,0,0,.323,.264,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.404,.179,0,0,1,0,0,1,0,1,3.2,0
0,1,0,.316,.215,1,0,2,0,0,0,0,1,3.1,0
0,0,1,.348,.262,1,0,1,0,0,0,0,1,3.1,0
0,0,0,.288,.288,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.358,.316,0,0,2,0,0,0,0,1,3.2,0
0,0,0,.29,.29,0,0,1,0,0,0,0,1,3.9,0
0,0,0,.35,.31,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.34,.23,0,0,1,1,0,0,0,1,3.9,0
0,0,0,.36,.3,0,0,2,0,0,0,0,1,3.1,0
1,0,0,.27,.22,0,0,2,1,0,0,0,1,10.6,0
0,0,0,.34,.24,0,0,2,0,0,0,0,1,3.1,0
1,1,0,.45,.29,1,0,2,1,0,0,0,1,2,0
0,0,0,.32,.22,1,0,4,0,0,0,0,1,1.8,0
0,0,0,.33,.31,0,0,2,0,0,0,1,1,3.1,0
1,0,0,.49,.21,1,0,2,1,0,0,0,1,3.2,0
0,0,0,.46,.3,1,0,2,1,0,0,0,1,3.2,1
0,0,0,.35,.35,1,0,2,0,0,0,1,1,1.8,1
0,0,0,.35,.31,0,0,2,0,0,0,1,1,3.2,0
0,0,0,.22,.22,0,0,2,0,0,0,1,1,10.6,0
0,0,0,.39,.28,0,0,2,0,0,1,0,1,4.3,1
0,0,0,.46,.31,0,0,2,0,0,0,0,1,3.9,0
0,0,0,.38,.26,0,0,2,0,0,0,0,1,1.8,0
0,0,0,.27,.27,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.38,.31,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.22,.21,0,0,1,0,0,0,0,1,2,0
0,0,0,.38,.29,1,0,2,0,0,0,1,1,3.2,1
0,0,0,.37,.28,0,0,2,0,0,0,0,1,3.1,0
0,0,0,.37,.32,1,0,2,0,0,0,0,1,3.9,0
0,0,0,.28,.28,0,0,1,0,0,0,0,1,1.8,0
0,0,0,.25,.21,0,0,2,0,0,0,1,1,3.1,0
0,0,0,.26,.23,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.27,.22,1,0,2,0,0,0,0,1,4.3,0
0,0,0,.38,.31,0,0,1,0,0,0,1,1,3.2,1
0,0,0,.35,.32,0,0,2,0,0,0,0,1,2,0
0,0,0,.25,.23,0,0,1,0,0,0,0,1,3.2,0
0,0,0,.38,.32,0,0,1,0,0,0,0,1,3.9,0
0,0,0,.37,.22,1,0,1,0,0,0,0,1,1.8,0
0,0,0,.27,.26,0,0,1,0,0,0,1,1,3.9,0
0,0,0,.24,.22,0,0,2,0,0,0,0,1,3.2,0
